"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072659","BP","GO:0072659","protein localization to plasma membrane","30/1182","244/20408",8.19357601433311e-05,0.00537034635510701,0.00464725353434146,"ARHGEF16/RAB3B/ATP1B1/NFASC/FAM126B/VIL1/ACSL3/ZDHHC23/PLS1/P2RY1/NSG1/TSPAN5/NKD2/MAP7/KCNJ11/SCN3B/OPTN/GPR158/ANK3/PKP2/KRT18/TESC/GAS6/RAB26/CDH1/SLC9A3R1/RAB3A/CLIP3/SPTBN4/TGFB1",30
"GO:0035637","BP","GO:0035637","multicellular organismal signaling","24/1182","176/20408",8.23666885514381e-05,0.00537034635510701,0.00464725353434146,"ATP1B1/ATP2B4/NFASC/SLC8A1/SCN1A/KCNE4/ATP2B2/SCN5A/KCNN2/KCNH2/KCNQ1/STIM1/SCN3B/ANK3/PKP2/ATP2A3/ATP1B2/DSG2/RYR1/SPTBN4/ATP1A3/SLC8A2/TRPM4/CACNG7",24
"GO:0015748","BP","GO:0015748","organophosphate ester transport","17/1182","103/20408",8.39386849629496e-05,0.00537034635510701,0.00464725353434146,"OSBPL10/ATP8A1/ATP10D/SLC25A4/PRELID2/ABCB4/ABCB1/GJB1/ABCD1/ABCA1/SLC37A2/ATP8B4/ABCA7/ATP8B3/SLC25A42/APOE/APOC1",17
"GO:0014069","CC","GO:0014069","postsynaptic density","36/1182","316/20408",8.42867803598744e-05,0.00537034635510701,0.00464725353434146,"SYT11/KCNH1/ADD2/ERBB4/EPHA4/ATP2B2/P2RY1/PDLIM5/CTNND2/MAP1B/EPHA7/PCLO/PPP1R9A/CDKL5/FABP5/ADGRB1/ARC/DNM1/GRIN1/SHANK2/IGSF9B/CPEB3/CLSTN3/GRIN2B/ANKS1B/CPEB1/HOMER2/DLG4/EFNB3/SRCIN1/MPP2/DLGAP1/PLCB4/SHANK1/PRKCG/CACNG7",36
"GO:0047555","MF","GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","7/1182","20/20408",8.53872226714914e-05,0.00537034635510701,0.00464725353434146,"PDE11A/PDE6A/PDE3B/PDE2A/PDE3A/PRKAR1A/PDE9A",7
"GO:0150034","CC","GO:0150034","distal axon","33/1182","280/20408",8.54083026154058e-05,0.00537034635510701,0.00464725353434146,"SYT11/KIF21B/AAK1/KIF5C/CDK5R2/PTPRN/EPHA4/CPLX1/SNCA/PPP1R9A/NPTX2/CDKL5/SYP/OPHN1/NEFL/OLFM1/GRIN1/APBB1/SYT7/SHANK2/CBL/CRTAC1/GOT1/ANG/NDRG2/TRPV2/UNC13A/RAB3A/PRKCG/BRSK1/RTN4R/INPP5J/SYNJ1",33
"GO:0005244","MF","GO:0005244","voltage-gated ion channel activity","26/1182","199/20408",8.78782569710317e-05,0.0053883740774655,0.00466285390551062,"CLCNKB/KCNJ10/KCNH1/SCN1A/KCNE4/SCN5A/CACNA2D2/HCN1/KCNH2/CLCN4/VDAC3/KCNQ3/GRIN1/LRRC26/CACNA1B/KCNQ1/KCNJ11/SCN3B/GRIN2B/GAS6/KCNK13/KCNG4/KCNQ2/HCN2/RYR1/CACNG7",26
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","26/1182","199/20408",8.78782569710317e-05,0.0053883740774655,0.00466285390551062,"CLCNKB/KCNJ10/KCNH1/SCN1A/KCNE4/SCN5A/CACNA2D2/HCN1/KCNH2/CLCN4/VDAC3/KCNQ3/GRIN1/LRRC26/CACNA1B/KCNQ1/KCNJ11/SCN3B/GRIN2B/GAS6/KCNK13/KCNG4/KCNQ2/HCN2/RYR1/CACNG7",26
"GO:0050919","BP","GO:0050919","negative chemotaxis","10/1182","41/20408",8.80976736803218e-05,0.0053883740774655,0.00466285390551062,"SEMA3F/ROBO2/SEMA5A/EPHA7/SEMA3C/SEMA3A/NRG3/SLIT1/SEMA4G/ITGB3",10
"GO:0019829","MF","GO:0019829","cation-transporting ATPase activity","13/1182","66/20408",8.92675096334763e-05,0.00541073698030656,0.00468220574473928,"ATP1B1/ATP2B4/ATP2B2/ATP8A1/ATP6V0A4/ATP6V1H/ATP6V0D2/TCIRG1/ATP12A/ATP2C2/ATP2A3/ATP1B2/ATP1A3",13
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","34/1182","293/20408",9.14440468139554e-05,0.0054931745264669,0.00475354344857131,"PRKAA2/PGM1/PFKFB2/ABHD1/SLC25A12/PECR/CYP27A1/ACSL3/MGLL/PPARGC1A/SCD5/HPGD/ELOVL7/ACOT12/FGFR4/HSD17B8/MLXIPL/TBXAS1/ABCD1/RDH10/FABP5/NR1H3/FGF19/PFKP/OGDHL/SCD/ELOVL3/GPD1/DCN/SLC27A2/ABAT/ALOX12B/ALDOC/APOC1",34
"GO:0032535","BP","GO:0032535","regulation of cellular component size","40/1182","367/20408",9.33615254562356e-05,0.00555872870150047,0.00481027105075398,"RAB3B/PLEKHH2/ADD2/VIL1/SEMA3F/PLS1/NKX6-1/SPP1/SLC12A7/SEMA5A/MAP1B/F2RL1/FSTL4/EPHA7/SCIN/WIPF3/SEMA3C/SEMA3A/PPP1R9A/CDKL5/XK/NEFL/RB1CC1/ARFGEF1/OLFM1/SWAP70/SSH3/SEMA4G/SPTB/MAGEL2/RILP/RAP1GAP2/TRPV2/SLC9A3R1/ARHGAP28/FHOD3/PLEKHG2/SPTBN4/APOE/RTN4R",40
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","34/1182","294/20408",9.77877946228926e-05,0.00566777138712492,0.0049046316324845,"ARHGEF16/RAB3B/EFCAB7/ATP1B1/NFASC/FAM126B/VIL1/ACSL3/ZDHHC23/PLS1/P2RY1/CPLX1/NSG1/TSPAN5/NKD2/MAP7/GRIN1/KCNJ11/SCN3B/OPTN/GPR158/ANK3/PKP2/KRT18/TESC/GAS6/RAB26/CDH1/SLC9A3R1/RAB3A/CLIP3/SPTBN4/TGFB1/CACNG7",34
"GO:0010876","BP","GO:0010876","lipid localization","42/1182","393/20408",9.82806087964099e-05,0.00566777138712492,0.0049046316324845,"ACVR1C/ACSL3/ANO7/OSBPL10/ATP8A1/ATP10D/SPP1/LRAT/ACSL1/PRELID2/GM2A/BMP6/ABCB4/ABCB1/ABCD1/NCOA2/DGAT1/VLDLR/SYK/ABCA1/NR1H3/SYT7/CHKA/ABCG4/SORL1/APOLD1/ANO4/ATP8B4/SLC27A2/STARD5/NMB/ABCA3/NOS2/ITGB3/ABCA8/ABCA9/ABCA7/ATP8B3/PLIN5/APOE/APOC1/CPT1C",42
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","23/1182","167/20408",9.85626118153412e-05,0.00566777138712492,0.0049046316324845,"SYT11/STXBP5L/P2RY1/CPLX1/SNCA/PCLO/PPP1R9A/SYP/RIMS2/CACNA1B/SYT13/SYT7/NRXN2/CHRNA5/BAIAP3/SYT17/DOC2A/UNC13A/RAB3A/PRKCG/SYT5/BRSK1/SYNJ1",23
"GO:0099643","BP","GO:0099643","signal release from synapse","23/1182","167/20408",9.85626118153412e-05,0.00566777138712492,0.0049046316324845,"SYT11/STXBP5L/P2RY1/CPLX1/SNCA/PCLO/PPP1R9A/SYP/RIMS2/CACNA1B/SYT13/SYT7/NRXN2/CHRNA5/BAIAP3/SYT17/DOC2A/UNC13A/RAB3A/PRKCG/SYT5/BRSK1/SYNJ1",23
"GO:0140115","BP","GO:0140115","export across plasma membrane","9/1182","34/20408",9.98905939260948e-05,0.00569545691470141,0.00492858942912784,"ATP1B1/SLC8A1/SLC40A1/KCNE4/KCNH2/KCNQ1/ATP12A/ATP1B2/ATP1A3",9
"GO:0034204","BP","GO:0034204","lipid translocation","8/1182","27/20408",0.000101991549436359,0.00569897125044183,0.00493163057547308,"ATP8A1/ATP10D/ABCB4/ABCB1/ABCA1/ATP8B4/ABCA7/ATP8B3",8
"GO:0046875","MF","GO:0046875","ephrin receptor binding","8/1182","27/20408",0.000101991549436359,0.00569897125044183,0.00493163057547308,"CHN1/EPHA4/EPHA7/CBL/ANKS1B/EFNB3/PTPN1/EFNA2",8
"GO:0005319","MF","GO:0005319","lipid transporter activity","21/1182","146/20408",0.000104293251135459,0.00569897125044183,0.00493163057547308,"ANO7/OSBPL10/ATP8A1/ATP10D/PRELID2/GM2A/ABCB4/ABCB1/ABCD1/ABCA1/ABCG4/ANO4/ATP8B4/SLC27A2/STARD5/ABCA3/ABCA8/ABCA9/ABCA7/ATP8B3/APOE",21
"GO:0022853","MF","GO:0022853","active ion transmembrane transporter activity","13/1182","67/20408",0.000104956913344406,0.00569897125044183,0.00493163057547308,"ATP1B1/ATP2B4/ATP2B2/ATP8A1/ATP6V0A4/ATP6V1H/ATP6V0D2/TCIRG1/ATP12A/ATP2C2/ATP2A3/ATP1B2/ATP1A3",13
"GO:0042625","MF","GO:0042625","ATPase coupled ion transmembrane transporter activity","13/1182","67/20408",0.000104956913344406,0.00569897125044183,0.00493163057547308,"ATP1B1/ATP2B4/ATP2B2/ATP8A1/ATP6V0A4/ATP6V1H/ATP6V0D2/TCIRG1/ATP12A/ATP2C2/ATP2A3/ATP1B2/ATP1A3",13
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","40/1182","369/20408",0.000105034547421936,0.00569897125044183,0.00493163057547308,"PRKAA2/ABHD1/HIBCH/PECR/ACSL3/MGLL/EHHADH/PPARGC1A/SCD5/SNCA/ETFDH/HPGD/ACSL1/GHR/ELOVL7/ACOT12/HSD17B8/MLXIPL/TBXAS1/ABCD1/GPAT4/FABP5/DECR1/AUH/NR4A3/CRAT/NR1H3/PHYH/CREM/SCD/ELOVL3/PCK2/SLC27A2/ECI1/ALOX12B/ACAA2/PLIN5/APOC1/CPT1C/GGT1",40
"GO:0032279","CC","GO:0032279","asymmetric synapse","36/1182","320/20408",0.000108901412566309,0.00581949547155232,0.00503592675592275,"SYT11/KCNH1/ADD2/ERBB4/EPHA4/ATP2B2/P2RY1/PDLIM5/CTNND2/MAP1B/EPHA7/PCLO/PPP1R9A/CDKL5/FABP5/ADGRB1/ARC/DNM1/GRIN1/SHANK2/IGSF9B/CPEB3/CLSTN3/GRIN2B/ANKS1B/CPEB1/HOMER2/DLG4/EFNB3/SRCIN1/MPP2/DLGAP1/PLCB4/SHANK1/PRKCG/CACNG7",36
"GO:0097035","BP","GO:0097035","regulation of membrane lipid distribution","10/1182","42/20408",0.000109677228701931,0.00581949547155232,0.00503592675592275,"ANO7/ATP8A1/ATP10D/ABCB4/ABCB1/ABCA1/ANO4/ATP8B4/ABCA7/ATP8B3",10
"GO:0016049","BP","GO:0016049","cell growth","49/1182","485/20408",0.000110244963571788,0.00581949547155232,0.00503592675592275,"RPS6KA1/TGFB2/EPB41L5/CPNE9/SEMA3F/HYAL1/DCBLD2/ALCAM/MSX1/IGFBP7/NKX6-1/SPP1/PDLIM5/SEMA5A/MAP1B/FSTL4/CYFIP2/EPHA7/SEMA3C/SEMA3A/CDKL5/SOX17/RIMS2/NOV/OLFM1/APBB1/WT1/RASGRP2/SIPA1/NRG3/SLIT1/SEMA4G/CLSTN3/RERG/IGFBP6/RASAL1/FBLN5/KIF26A/SYT17/WFDC1/CYBA/TRPV2/SPHK1/MEX3C/UNC13A/TGFB1/APOE/CACNG7/RTN4R",49
"GO:1902904","BP","GO:1902904","negative regulation of supramolecular fiber organization","20/1182","136/20408",0.000110715728352957,0.00581949547155232,0.00503592675592275,"PLEKHH2/ADD2/VIL1/SNCA/APC/SCIN/PPP1R9A/MET/ARFGEF1/SWAP70/ARAP1/SPTB/ARHGAP28/FHOD3/TUBB4A/CAMSAP3/CLIP3/SPTBN4/SHANK1/INPP5J",20
"GO:0030100","BP","GO:0030100","regulation of endocytosis","31/1182","260/20408",0.000111641953316782,0.00582269040244423,0.00503869150383614,"SYT11/PTPRC/AAK1/MERTK/SNCA/F2RL1/OPHN1/ARC/SYK/DNM1/NR1H3/SYT7/CBL/GAS6/PRKD1/RAB27A/CYBA/DLG4/SLC2A4/SPACA3/ITGB3/PTPN1/ABCA7/CD22/CLIP3/TGFB1/APOE/APOC1/SLC17A7/PRKCG/SYNJ1",31
"GO:0033268","CC","GO:0033268","node of Ranvier","6/1182","15/20408",0.000118555829109569,0.00613572014037829,0.00530957320489898,"NFASC/SCN1A/KCNQ3/ANK3/KCNQ2/SPTBN4",6
"GO:0050662","MF","GO:0050662","coenzyme binding","33/1182","285/20408",0.000120117591014997,0.00615974462801943,0.00533036290405774,"MARC1/MDH1/IDH1/ALAS1/P3H2/ETNPPL/ETFDH/AADAT/HPGD/NNT/ACOT12/HSD17B8/GSR/DECR1/CYB5R2/DHCR7/P4HA3/ME3/PHYH/OGDHL/AIFM2/GOT1/GPD1/ALDH2/PCCA/SPTLC2/NOX5/IDH3A/ABAT/HSD11B2/LDHD/NOS2/ME2",33
"GO:0003013","BP","GO:0003013","circulatory system process","50/1182","500/20408",0.000121349705576844,0.00615974462801943,0.00533036290405774,"ATP1B1/ATP2B4/TGFB2/SLC8A1/SCN1A/DES/KCNE4/ATP2B2/SCN5A/P2RY1/VEGFC/F2RL1/KCNN2/SEMA3A/KCNH2/RENBP/NCALD/SLC1A1/JAK2/CACNA1B/KCNQ1/STIM1/ADM/NAV2/PDE2A/PRCP/ARHGAP42/SCN3B/PRKG1/FGFBP3/PDE3A/PKP2/FOXN4/GAS6/ABAT/MYLK3/HSD11B2/CYBA/ATP2A3/NOS2/DSG2/TBXA2R/RYR1/SPTBN4/TGFB1/APOE/SLC8A2/TRPM4/KLK1/ADM2",50
"GO:0006869","BP","GO:0006869","lipid transport","39/1182","359/20408",0.000121766652129397,0.00615974462801943,0.00533036290405774,"ACSL3/ANO7/OSBPL10/ATP8A1/ATP10D/SPP1/LRAT/ACSL1/PRELID2/GM2A/BMP6/ABCB4/ABCB1/ABCD1/NCOA2/VLDLR/SYK/ABCA1/NR1H3/SYT7/CHKA/ABCG4/SORL1/APOLD1/ANO4/ATP8B4/SLC27A2/STARD5/NMB/ABCA3/NOS2/ITGB3/ABCA8/ABCA9/ABCA7/ATP8B3/APOE/APOC1/CPT1C",39
"GO:0003774","MF","GO:0003774","motor activity","20/1182","137/20408",0.000122712946223651,0.00616128882233376,0.00533169917959948,"CGN/KIF21B/KIF3C/DNAH6/KIF5C/DNAH7/MYO10/DYNLT3/KIF13B/KIFC2/DNAI1/KIF12/MYO7A/MYO3A/KIF5A/KIF26A/DNAH3/DNAH9/MYO15A/KLC3",20
"GO:1903522","BP","GO:1903522","regulation of blood circulation","31/1182","262/20408",0.000128545921350953,0.00640634784332749,0.00554376211299899,"ATP1B1/ATP2B4/TGFB2/SLC8A1/DES/KCNE4/ATP2B2/SCN5A/F2RL1/KCNN2/SEMA3A/KCNH2/SLC1A1/JAK2/CACNA1B/KCNQ1/STIM1/ADM/ARHGAP42/SCN3B/PKP2/FOXN4/ATP2A3/ATP1B2/DSG2/TBXA2R/RYR1/SPTBN4/ATP1A3/SLC8A2/TRPM4",31
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","28/1182","227/20408",0.000131902233315847,0.00643774909507267,0.00557093532837583,"EPB41L5/CPNE9/SEMA3F/ALCAM/NKX6-1/SPP1/SPRY1/SEMA5A/MAP1B/FSTL4/CYFIP2/EPHA7/SEMA3C/SEMA3A/CDKL5/RDH10/RIMS2/OLFM1/SLIT1/SEMA4G/RASAL1/SYT17/TRPV2/UNC13A/TGFB1/APOE/CACNG7/RTN4R",28
"GO:0017157","BP","GO:0017157","regulation of exocytosis","26/1182","204/20408",0.000132654386780803,0.00643774909507267,0.00557093532837583,"RAB3B/CDK5R2/STXBP5L/P2RY1/CPLX1/SNCA/F2RL1/PCLO/SYP/SYTL4/IL13RA2/RIMS2/SYK/SYT7/EXPH5/RAB27A/CHRNA5/BAIAP3/RAB26/DOC2A/RPH3AL/UNC13D/STXBP2/RAB3A/PRKCG/SYT5",26
"GO:0030658","CC","GO:0030658","transport vesicle membrane","26/1182","204/20408",0.000132654386780803,0.00643774909507267,0.00557093532837583,"RAB3B/SYT11/MCFD2/PTPRN/WFS1/USO1/SNCA/CPE/HLA-DQB1/HLA-DPA1/ARFGEF3/ICA1/SYP/SYTL4/NCALD/SYT7/SYNGR3/RAB26/DOC2A/RPH3AL/SYNGR2/LMAN1/UNC13A/RAB3A/SLC17A7/SYT5",26
"GO:0006066","BP","GO:0006066","alcohol metabolic process","38/1182","348/20408",0.000133003437011757,0.00643774909507267,0.00557093532837583,"PRKAA2/PECR/PLCD4/PLCD1/P2RY1/PLCH1/SNCA/LRAT/BMP6/RDH10/IMPA1/DGAT1/VLDLR/ABCA1/CHKA/DHCR7/SORL1/CUBN/GOT1/SCD/GPD1/ALDH2/PCK2/SPTLC2/ITPKA/PPIP5K1/SULT1A1/BCO1/GDPD1/SPHK1/ACAA2/PLCB4/ISYNA1/APOE/APOC1/SULT2B1/INPP5J/SYNJ1",38
"GO:0004114","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","8/1182","28/20408",0.000135579104020545,0.00646933483581722,0.0055982681921436,"PDE11A/PDE6A/PDE3B/PDE2A/PDE3A/PRKAR1A/PDE4C/PDE9A",8
"GO:0030507","MF","GO:0030507","spectrin binding","8/1182","28/20408",0.000135579104020545,0.00646933483581722,0.0055982681921436,"PTPRC/ADD2/PTPRN/MYO10/MYO7A/ANK3/CAMSAP3/SPTBN4",8
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","22/1182","160/20408",0.000141761632901459,0.00671670609972546,0.0058123320354186,"KCNJ10/ATP1B1/KCNH1/KCNE4/SLC12A7/HCN1/KCNN2/KCNH2/KCNQ3/KCNK9/LRRC26/KCNQ1/KCNJ11/GRIK4/ATP12A/KCNK13/KCNG4/ATP1B2/KCNQ2/HCN2/KCNN1/ATP1A3",22
"GO:0050771","BP","GO:0050771","negative regulation of axonogenesis","13/1182","69/20408",0.00014358819700044,0.00675567405188085,0.00584605312925605,"SEMA3F/SPP1/SEMA5A/FSTL4/EPHA7/SEMA3C/SEMA3A/PTK2/SEMA4G/LINGO1/EFNB3/NGFR/RTN4R",13
"GO:0008017","MF","GO:0008017","microtubule binding","29/1182","240/20408",0.000145162476827857,0.00678231350067934,0.00586910569689239,"CCDC181/KIF21B/KIF3C/DPYSL5/CCDC88A/REEP1/KIF5C/JAKMIP1/SNCA/MAP1B/APC/CCDC69/MTUS1/KIF13B/KIFC2/KIF12/STRBP/DNM1/STIM1/CCDC88B/KIF5A/EML5/KIF26A/KATNAL2/CAMSAP3/HOOK2/FCHO1/CLIP3/KLC3",29
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","45/1182","439/20408",0.000149059949834828,0.0068991993607173,0.00597025340511411,"GPR3/ADGRL2/GPR161/ATP1B1/PTPRC/ATP2B4/SLC8A1/PDE11A/UCN2/ADCY5/ADCY2/SPINK1/ADGRB3/PCLO/PPP1R9A/JPH1/NCALD/RIMS2/ADGRB1/SYK/ABCA1/GRIN1/ADM/PDE3B/PDE2A/PRKG1/GRIN2B/PDE3A/HOMER2/ADCY7/ADGRG1/RASD1/NOS2/PRKAR1A/SLC9A3R1/SPHK1/TBXA2R/ADGRE1/ADGRE5/CD22/APOE/GIPR/TRPM4/ADM2/PDE9A",45
"GO:0098978","CC","GO:0098978","glutamatergic synapse","38/1182","350/20408",0.000149715087197492,0.0068991993607173,0.00597025340511411,"GABRD/ATP2B4/ADAM23/ERBB4/EPHA4/ATP2B2/CAMKV/SEMA3F/P2RY1/CPLX1/NSG1/EPHA7/PPP1R9A/NPTX2/CDKL5/OPHN1/RNF19A/ARC/ARHGAP39/JAK2/DNM1/NTNG2/GRIN1/SYT7/NRG3/CLSTN3/HOMER2/CDH1/EFNB3/ITGB3/PRKAR1A/PLCB4/UNC13A/APOE/CPT1C/SHANK1/CACNG7/RTN4R",38
"GO:0019395","BP","GO:0019395","fatty acid oxidation","16/1182","98/20408",0.000153261936608886,0.00701460074492914,0.00607011651545827,"HIBCH/PECR/EHHADH/PPARGC1A/ETFDH/ABCD1/DECR1/AUH/NR4A3/CRAT/PHYH/SLC27A2/ECI1/ACAA2/PLIN5/CPT1C",16
"GO:0005874","CC","GO:0005874","microtubule","43/1182","414/20408",0.000155072450431997,0.00704950977369241,0.00610032520156029,"TTLL7/CCDC181/KIF21B/NAV1/RASSF5/KIF3C/RMDN2/SLC8A1/DNAH6/KIF5C/DNAH7/TUBA4A/JAKMIP1/DCLK2/MAP1B/APC/REEP2/MAP7/DYNLT3/MTUS1/KIF13B/STAU2/KIFC2/DNAI1/KIF12/DNM1/STIM1/SVIL/PTPN20/KIF5A/CDC16/EML5/KIF26A/DNAH3/TPPP3/DNAH9/HID1/KATNAL2/TUBB4A/CAMSAP3/HOOK2/KLC3/SYNJ1",43
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","19/1182","129/20408",0.000159425958727679,0.00719877751892501,0.00622949472075447,"ABHD1/HIBCH/PECR/EHHADH/ETFDH/ABCD1/DECR1/AUH/CRAT/ASRGL1/PHYH/PCK2/SLC27A2/ECI1/ABAT/LDHD/ACAA2/PLIN5/CPT1C",19
"GO:0008045","BP","GO:0008045","motor neuron axon guidance","7/1182","22/20408",0.000169601398607103,0.00755788776660291,0.00654025239956829,"KIF5C/CHN1/EPHA4/SEMA3F/ALCAM/SEMA3A/SLIT1",7
"GO:0005496","MF","GO:0005496","steroid binding","15/1182","89/20408",0.000169625602371736,0.00755788776660291,0.00654025239956829,"PAQR7/ESRRG/OSBPL10/NR3C2/SYP/PMP2/ABCA1/NR1H3/ESRRA/RORA/STARD5/HSD11B2/ATP1A3/APOE/SULT2B1",15
"GO:0001558","BP","GO:0001558","regulation of cell growth","43/1182","416/20408",0.000172484557628474,0.00763169460385167,0.00660412148036542,"RPS6KA1/TGFB2/CPNE9/SEMA3F/HYAL1/DCBLD2/MSX1/IGFBP7/NKX6-1/SPP1/SEMA5A/MAP1B/FSTL4/EPHA7/SEMA3C/SEMA3A/CDKL5/SOX17/RIMS2/NOV/OLFM1/APBB1/WT1/RASGRP2/SIPA1/NRG3/SEMA4G/CLSTN3/RERG/IGFBP6/RASAL1/FBLN5/KIF26A/SYT17/WFDC1/CYBA/TRPV2/SPHK1/UNC13A/TGFB1/APOE/CACNG7/RTN4R",43
"GO:0099572","CC","GO:0099572","postsynaptic specialization","37/1182","340/20408",0.00017355072449306,0.00763169460385167,0.00660412148036542,"SYT11/KCNH1/ADD2/ERBB4/EPHA4/ATP2B2/P2RY1/PDLIM5/CTNND2/MAP1B/EPHA7/PCLO/PPP1R9A/CDKL5/FABP5/ADGRB1/ARC/DNM1/GRIN1/SHANK2/IGSF9B/CPEB3/CLSTN3/GRIN2B/ANKS1B/CPEB1/HOMER2/DLG4/CHRNB1/EFNB3/SRCIN1/MPP2/DLGAP1/PLCB4/SHANK1/PRKCG/CACNG7",37
"GO:0004112","MF","GO:0004112","cyclic-nucleotide phosphodiesterase activity","8/1182","29/20408",0.000177782739829762,0.00771691789402994,0.0066778698403967,"PDE11A/PDE6A/PDE3B/PDE2A/PDE3A/PRKAR1A/PDE4C/PDE9A",8
"GO:0051959","MF","GO:0051959","dynein light intermediate chain binding","8/1182","29/20408",0.000177782739829762,0.00771691789402994,0.0066778698403967,"CCDC88A/DNAH6/DNAH7/CCDC88B/DNAH3/RILP/DNAH9/HOOK2",8
"GO:0055089","BP","GO:0055089","fatty acid homeostasis","6/1182","16/20408",0.000180408744170722,0.00778070532551676,0.00673306858305169,"PRKAA2/MLXIPL/ABCD1/DGAT1/GOT1/APOE",6
"GO:0043954","BP","GO:0043954","cellular component maintenance","11/1182","53/20408",0.000188747561495115,0.00808849422763781,0.0069994151031142,"F2RL1/ADGRB3/PCLO/OPHN1/GRIN2B/PKP2/ITPKA/PARD6A/CAMSAP3/RAB3A/APOE",11
"GO:0060996","BP","GO:0060996","dendritic spine development","15/1182","90/20408",0.000192821741919988,0.0082107891116309,0.00710524353470657,"EPHA4/PDLIM5/CTNND2/FSTL4/PPP1R9A/CDKL5/ARC/SHANK2/ZNF365/CPEB3/ITPKA/DLG4/SRCIN1/APOE/SHANK1",15
"GO:0034440","BP","GO:0034440","lipid oxidation","16/1182","100/20408",0.0001952169679868,0.00826050163908924,0.00714826249543191,"HIBCH/PECR/EHHADH/PPARGC1A/ETFDH/ABCD1/DECR1/AUH/NR4A3/CRAT/PHYH/SLC27A2/ECI1/ACAA2/PLIN5/CPT1C",16
"GO:0048871","BP","GO:0048871","multicellular organismal homeostasis","47/1182","471/20408",0.000201276420508532,0.00846367348238378,0.00732407816995192,"GPR3/PRKAA2/ILDR2/ESRRG/SLC40A1/ADCY5/WFS1/LDB2/PPARGC1A/SPP1/PDGFC/ACSL1/ADCY2/ADGRV1/APC/BMP6/TNFAIP3/MLXIPL/MET/FABP5/CA2/DECR1/HAS2/JAK2/SYK/NR4A3/NR1H3/UCP2/PRCP/CUBN/SCD/ELOVL3/NOVA1/CIB2/HOMER2/ABAT/ADCY7/ALOX12B/TRPV2/ITGB3/PRKAR1A/METRNL/MEX3C/TP53INP2/ACP5/NOVA2/RCN3",47
"GO:0016887","MF","GO:0016887","ATPase activity","45/1182","445/20408",0.000202630529960188,0.00846769071783941,0.00732755450284276,"ATP1B1/KIF21B/ATP2B4/KIF3C/DNAH6/KIF5C/DNAH7/HSPD1/ATP2B2/ATP8A1/ATP10D/MYO10/ABCB4/ABCB1/ATP6V0A4/ABCD1/KIF13B/ATP6V1H/ATP6V0D2/KIFC2/DNAI1/ABCA1/KIF12/TCIRG1/MYO7A/ABCG4/MYO3A/KIF5A/ATP12A/VWA8/RAD51B/ATP8B4/ABCA3/DNAH3/ATP2C2/ATP2A3/ATP1B2/DNAH9/SLFN11/ABCA8/ABCA9/KATNAL2/ABCA7/ATP8B3/ATP1A3",45
"GO:0017156","BP","GO:0017156","calcium ion regulated exocytosis","21/1182","153/20408",0.000204009081564042,0.00847267346149922,0.00733186634262973,"SYT11/CDK5R2/STXBP5L/P2RY1/CPLX1/SCIN/PCLO/SYP/RIMS2/SYT13/SYT7/CHRNA5/BAIAP3/SYT17/DOC2A/RPH3AL/UNC13A/RAB3A/PRKCG/SYT5/SYNJ1",21
"GO:0051668","BP","GO:0051668","localization within membrane","20/1182","143/20408",0.00022185962032498,0.00911745088908837,0.00788982740902869,"ATP1B1/PTPRC/KIF5C/CPLX1/NSG1/SLC7A11/REEP2/OPHN1/ARC/DNM1/NRXN2/ITGB7/KIF5A/ANKS1B/DLG4/ITGB3/TGFB1/APOE/CACNG7/SYNJ1",20
"GO:0007416","BP","GO:0007416","synapse assembly","22/1182","165/20408",0.000222244641172784,0.00911745088908837,0.00788982740902869,"ADD2/ERBB4/DNER/ROBO2/SNCA/PDLIM5/ADGRB3/EPHA7/PCLO/PPP1R9A/PTK2/ADGRB1/NTNG2/GRIN1/NRXN2/SHANK2/SLIT1/CLSTN3/SLITRK5/CDH1/SDK2/SHANK1",22
"GO:0060997","BP","GO:0060997","dendritic spine morphogenesis","11/1182","54/20408",0.000224772647339739,0.00916527497758645,0.00793121220054926,"EPHA4/PDLIM5/CTNND2/PPP1R9A/ARC/SHANK2/ZNF365/ITPKA/DLG4/SRCIN1/SHANK1",11
